"gene_id","gRNA_group","pair_type"
"CYTH2","rs580811","candidate"
"KDELR1","nt","negative_control"
"KDELR1","rs580811","candidate"
"MEGF8","nt","negative_control"
"PTPRS","nt","negative_control"
"RABAC1","nt","negative_control"
"NAPA","nt","negative_control"
"CDC37","nt","negative_control"
"TYK2","nt","negative_control"
"BABAM1","nt","negative_control"
"BABAM1","nt","negative_control"
"CD33","nt","negative_control"
"ETFB","nt","negative_control"
"ETFB","nt","negative_control"
"ICAM5","nt","negative_control"
"NOP53","nt","negative_control"
"NOP53","nt","negative_control"
"RPS19","nt","negative_control"
"ICAM4","nt","negative_control"
"ICAM4","nt","negative_control"
"MRPL4","nt","negative_control"
"PLIN3","nt","negative_control"
"DMAC2","nt","negative_control"
"BBC3","nt","negative_control"
"BBC3","nt","negative_control"
"FZR1","nt","negative_control"
"FZR1","nt","negative_control"
"HNRNPUL1","nt","negative_control"
"HNRNPUL1","nt","negative_control"
"HNRNPUL1","nt","negative_control"
"CCDC9","nt","negative_control"
"CACTIN","nt","negative_control"
"APLP1","nt","negative_control"
"PRKD2","nt","negative_control"
"SLC1A5","nt","negative_control"
"CLIP3","nt","negative_control"
"CLIP3","nt","negative_control"
"POLR2I","nt","negative_control"
"POLR2I","nt","negative_control"
"TBCB","nt","negative_control"
"YJU2","nt","negative_control"
"YJU2","nt","negative_control"
"NUMBL","nt","negative_control"
"PIAS4","nt","negative_control"
"PLD3","nt","negative_control"
"AKT2","nt","negative_control"
"TIMM50","nt","negative_control"
"RPS16","nt","negative_control"
"ANKRD27","nt","negative_control"
"ANKRD27","nt","negative_control"
"ANKRD27","nt","negative_control"
"PDCD5","nt","negative_control"
"PDCD5","nt","negative_control"
"URI1","nt","negative_control"
"URI1","nt","negative_control"
"CCNE1","nt","negative_control"
"POP4","nt","negative_control"
"POP4","nt","negative_control"
"ILVBL","nt","negative_control"
"AKAP8","nt","negative_control"
"AKAP8","nt","negative_control"
"AKAP8","nt","negative_control"
"AKAP8","nt","negative_control"
"MED26","nt","negative_control"
"MED26","nt","negative_control"
"C19orf44","nt","negative_control"
"PPP6R1","nt","negative_control"
"FAM32A","nt","negative_control"
"FAM32A","nt","negative_control"
"VRK3","nt","negative_control"
"TNNT1","nt","negative_control"
"TNNT1","nt","negative_control"
"CCDC61","nt","negative_control"
"TIMM44","nt","negative_control"
"C19orf53","nt","negative_control"
"C19orf53","nt","negative_control"
"SNAPC2","nt","negative_control"
"MED25","nt","negative_control"
"SGTA","nt","negative_control"
"SGTA","nt","negative_control"
"PTOV1","nt","negative_control"
"TLE6","nt","negative_control"
"TBC1D17","nt","negative_control"
"TBC1D17","nt","negative_control"
"DMPK","nt","negative_control"
"STX10","nt","negative_control"
"STX10","nt","negative_control"
"TRMT1","nt","negative_control"
"TRMT1","nt","negative_control"
"TRMT1","nt","negative_control"
"OAZ1","nt","negative_control"
"OAZ1","rs7256735","candidate"
"LYL1","nt","negative_control"
"LYL1","nt","negative_control"
"AMH","nt","negative_control"
"AMH","rs7256735","candidate"
"SF3A2","nt","negative_control"
"SF3A2","nt","negative_control"
"SF3A2","rs7256735","candidate"
"CD37","nt","negative_control"
"CD37","rs580811","candidate"
"KLC3","nt","negative_control"
"KLC3","rs1065853","candidate"
"RNASEH2A","nt","negative_control"
"SLC17A7","nt","negative_control"
"PLEKHJ1","nt","negative_control"
"PLEKHJ1","rs7256735","candidate"
"DOT1L","nt","negative_control"
"DOT1L","rs7256735","candidate"
"ERCC2","nt","negative_control"
"ERCC2","nt","negative_control"
"ERCC2","rs1065853","candidate"
"PEX11G","nt","negative_control"
"PEX11G","nt","negative_control"
"PPP1R13L","nt","negative_control"
"PPP1R13L","nt","negative_control"
"PPP1R13L","rs1065853","candidate"
"PIH1D1","nt","negative_control"
"PIH1D1","nt","negative_control"
"PIH1D1","nt","negative_control"
"PPP1R37","nt","negative_control"
"PPP1R37","rs1065853","candidate"
"LIN7B","nt","negative_control"
"LIN7B","rs580811","candidate"
"CLASRP","nt","negative_control"
"CLASRP","rs1065853","candidate"
"RELB","nt","negative_control"
"RELB","rs1065853","candidate"
"CLPTM1","nt","negative_control"
"CLPTM1","rs1065853","candidate"
"SNRNP70","nt","negative_control"
"SNRNP70","rs580811","candidate"
"GYS1","nt","negative_control"
"GYS1","rs580811","candidate"
"NUCB1","nt","negative_control"
"NUCB1","rs580811","candidate"
"KCNN4","nt","negative_control"
"MAN2B1","nt","negative_control"
"MAN2B1","nt","negative_control"
"MAN2B1","nt","negative_control"
"BNIP3L","nt","negative_control"
"BNIP3L","nt","negative_control"
"ASAH1","nt","negative_control"
"KCTD9","nt","negative_control"
"KCTD9","nt","negative_control"
"MCM4","nt","negative_control"
"KLHDC4","nt","negative_control"
"KLHDC4","nt","negative_control"
"KLHDC4","rs7200918","candidate"
"TUSC3","nt","negative_control"
"PPP2CB","nt","negative_control"
"PPP2CB","nt","negative_control"
"UBXN8","nt","negative_control"
"TNFRSF10A","nt","negative_control"
"TNFRSF10A","nt","negative_control"
"TNFRSF10A","rs1010848","candidate"
"TNFRSF10A","8:23079392_CT_C","candidate"
"GSR","nt","negative_control"
"R3HCC1","nt","negative_control"
"R3HCC1","nt","negative_control"
"R3HCC1","rs1010848","candidate"
"R3HCC1","8:23079392_CT_C","candidate"
"DCTN6","nt","negative_control"
"DCTN6","nt","negative_control"
"LEPROTL1","nt","negative_control"
"LEPROTL1","nt","negative_control"
"LEPROTL1","nt","negative_control"
"SLC39A14","nt","negative_control"
"SLC39A14","nt","negative_control"
"ERI1","nt","negative_control"
"INTS10","nt","negative_control"
"SQLE","nt","negative_control"
"UBR5","nt","negative_control"
"SNX16","nt","negative_control"
"NCALD","nt","negative_control"
"CHRAC1","nt","negative_control"
"TRPS1","nt","negative_control"
"ARMC1","nt","negative_control"
"ARMC1","nt","negative_control"
"ZC2HC1A","nt","negative_control"
"ZC2HC1A","nt","negative_control"
"ZC2HC1A","nt","negative_control"
"EMC2","nt","negative_control"
"EIF3E","nt","negative_control"
"RAB2A","nt","negative_control"
"GDAP1","nt","negative_control"
"STK3","nt","negative_control"
"IKBKB","nt","negative_control"
"IKBKB","nt","negative_control"
"IKBKB","rs4737009","candidate"
"POP1","nt","negative_control"
"UBE2W","nt","negative_control"
"LAPTM4B","nt","negative_control"
"LAPTM4B","nt","negative_control"
"CALB1","nt","negative_control"
"DECR1","nt","negative_control"
"DECR1","nt","negative_control"
"CPQ","nt","negative_control"
"CPQ","nt","negative_control"
"NBN","nt","negative_control"
"NBN","nt","negative_control"
"RIPK2","nt","negative_control"
"INTS9","nt","negative_control"
"INTS9","nt","negative_control"
"ZFAND1","nt","negative_control"
"TRIM35","nt","negative_control"
"TRIM35","nt","negative_control"
"BRF2","nt","negative_control"
"ZDHHC2","nt","negative_control"
"ZDHHC2","nt","negative_control"
"CSPP1","nt","negative_control"
"CSPP1","nt","negative_control"
"SGK3","nt","negative_control"
"SGK3","nt","negative_control"
"SGK3","nt","negative_control"
"BLOC1S6","nt","negative_control"
"BLOC1S6","nt","negative_control"
"SLC30A4","nt","negative_control"
"OIP5","nt","negative_control"
"OIP5","nt","negative_control"
"VPS18","nt","negative_control"
"SPG11","nt","negative_control"
"SPG11","nt","negative_control"
"EIF3J","nt","negative_control"
"EIF3J","nt","negative_control"
"DNAJC17","nt","negative_control"
"SCG3","nt","negative_control"
"SCG3","nt","negative_control"
"DMXL2","nt","negative_control"
"GABPB1","nt","negative_control"
"DTWD1","nt","negative_control"
"CEP152","nt","negative_control"
"ZNF106","nt","negative_control"
"ZNF106","nt","negative_control"
"TMEM87A","nt","negative_control"
"EHD4","nt","negative_control"
"EHD4","nt","negative_control"
"EHD4","nt","negative_control"
"RPAP1","nt","negative_control"
"RPAP1","nt","negative_control"
"RPAP1","nt","negative_control"
"RPAP1","nt","negative_control"
"FAH","nt","negative_control"
"CD276","nt","negative_control"
"TTC23","nt","negative_control"
"TTC23","nt","negative_control"
"TTC23","nt","negative_control"
"TTC23","nt","negative_control"
"CTSH","nt","negative_control"
"RAB11A","nt","negative_control"
"ACSBG1","nt","negative_control"
"ACSBG1","nt","negative_control"
"MTFMT","nt","negative_control"
"TRIP4","nt","negative_control"
"TRIP4","nt","negative_control"
"HERC1","nt","negative_control"
"HERC1","nt","negative_control"
"CSK","nt","negative_control"
"CSK","nt","negative_control"
"LACTB","nt","negative_control"
"IQCH","nt","negative_control"
"AAGAB","nt","negative_control"
"KNOP1","nt","negative_control"
"RNF40","nt","negative_control"
"RNF40","nt","negative_control"
"VPS35L","nt","negative_control"
"VPS35L","nt","negative_control"
"VPS35L","nt","negative_control"
"CCP110","nt","negative_control"
"CCP110","nt","negative_control"
"CCP110","nt","negative_control"
"TMC5","nt","negative_control"
"TMC5","nt","negative_control"
"TMC5","nt","negative_control"
"IL21R","nt","negative_control"
"IL21R","nt","negative_control"
"KAT8","nt","negative_control"
"BCKDK","nt","negative_control"
"CDIPT","nt","negative_control"
"CDIPT","nt","negative_control"
"CDIPT","rs34286592","candidate"
"STX4","nt","negative_control"
"STX4","nt","negative_control"
"MAZ","nt","negative_control"
"MAZ","nt","negative_control"
"MAZ","rs34286592","candidate"
"RPGRIP1L","nt","negative_control"
"PYCARD","nt","negative_control"
"QPRT","nt","negative_control"
"QPRT","nt","negative_control"
"QPRT","rs34286592","candidate"
"RBL2","nt","negative_control"
"RBL2","nt","negative_control"
"USP31","nt","negative_control"
"USP31","nt","negative_control"
"USP31","nt","negative_control"
"CPPED1","nt","negative_control"
"GGA2","nt","negative_control"
"GGA2","nt","negative_control"
"ELOB","nt","negative_control"
"EARS2","nt","negative_control"
"UBFD1","nt","negative_control"
"UBFD1","nt","negative_control"
"CLUAP1","nt","negative_control"
"CLUAP1","nt","negative_control"
"CLUAP1","nt","negative_control"
"CLUAP1","nt","negative_control"
"ZNF174","nt","negative_control"
"ZNF174","nt","negative_control"
"GSPT1","nt","negative_control"
"PIEZO1","nt","negative_control"
"PIEZO1","rs10445033","candidate"
"PIEZO1","rs885074","candidate"
"PIEZO1","rs7200905","candidate"
"CRYM","nt","negative_control"
"UBE2I","nt","negative_control"
"UBE2I","nt","negative_control"
"UBE2I","nt","negative_control"
"NUBP1","nt","negative_control"
"STUB1","nt","negative_control"
"STUB1","nt","negative_control"
"FBXO31","nt","negative_control"
"FBXO31","rs7200918","candidate"
"METRN","nt","negative_control"
"METRN","nt","negative_control"
"SLC7A5","nt","negative_control"
"SLC7A5","nt","negative_control"
"SLC7A5","nt","negative_control"
"SLC7A5","rs7200918","candidate"
"HAGHL","nt","negative_control"
"HAGHL","nt","negative_control"
"HAGHL","nt","negative_control"
"CLCN7","nt","negative_control"
"MTHFSD","nt","negative_control"
"CIAO3","nt","negative_control"
"CIAO3","nt","negative_control"
"NME4","nt","negative_control"
"NME4","nt","negative_control"
"NME4","nt","negative_control"
"NME4","nt","negative_control"
"ZNF500","nt","negative_control"
"TSC2","nt","negative_control"
"USP10","nt","negative_control"
"COTL1","nt","negative_control"
"COTL1","nt","negative_control"
"NAGPA","nt","negative_control"
"TAF1C","nt","negative_control"
"HSDL1","nt","negative_control"
"MPG","nt","negative_control"
"MPG","nt","negative_control"
"MPG","nt","negative_control"
"MLYCD","nt","negative_control"
"MLYCD","nt","negative_control"
"MLYCD","nt","negative_control"
"MLYCD","nt","negative_control"
"NPRL3","nt","negative_control"
"NPRL3","nt","negative_control"
"HCFC1R1","nt","negative_control"
"HCFC1R1","nt","negative_control"
"AXIN1","nt","negative_control"
"CMC2","nt","negative_control"
"MON1B","nt","negative_control"
"WDR59","nt","negative_control"
"PLA2G15","nt","negative_control"
"PLA2G15","nt","negative_control"
"SLC7A6","nt","negative_control"
"SLC7A6","nt","negative_control"
"SLC7A6OS","nt","negative_control"
"COG4","nt","negative_control"
"COG4","nt","negative_control"
"TANGO6","nt","negative_control"
"VAC14","nt","negative_control"
"VAC14","nt","negative_control"
"SLC38A7","nt","negative_control"
"SLC38A7","nt","negative_control"
"SETD6","nt","negative_control"
"PSMD7","nt","negative_control"
"PSMD7","nt","negative_control"
"NME3","nt","negative_control"
"CCDC113","nt","negative_control"
"CYB5B","nt","negative_control"
"CYB5B","nt","negative_control"
"CYB5B","nt","negative_control"
"USB1","nt","negative_control"
"MMP15","nt","negative_control"
"ZNF821","nt","negative_control"
"ZNF821","nt","negative_control"
"POLR2C","nt","negative_control"
"ACD","nt","negative_control"
"CTCF","nt","negative_control"
"CTCF","nt","negative_control"
"CTCF","nt","negative_control"
"DHODH","nt","negative_control"
"PLLP","nt","negative_control"
"ARL2BP","nt","negative_control"
"LONP2","nt","negative_control"
"NFAT5","nt","negative_control"
"NFAT5","nt","negative_control"
"CENPT","nt","negative_control"
"NUP93","nt","negative_control"
"NUP93","nt","negative_control"
"NUTF2","nt","negative_control"
"NUTF2","nt","negative_control"
"LYRM1","nt","negative_control"
"PHKB","nt","negative_control"
"MAPK3","nt","negative_control"
"MAPK3","nt","negative_control"
"MAPK3","rs34286592","candidate"
"HSF4","nt","negative_control"
"TRADD","nt","negative_control"
"TRADD","nt","negative_control"
"TRADD","nt","negative_control"
"ZNF629","nt","negative_control"
"MGRN1","nt","negative_control"
"CLN5","nt","negative_control"
"TSC22D1","nt","negative_control"
"INTS6","nt","negative_control"
"KATNAL1","nt","negative_control"
"DGKH","nt","negative_control"
"VWA8","nt","negative_control"
"VWA8","nt","negative_control"
"RGCC","nt","negative_control"
"RGCC","nt","negative_control"
"KPNA3","nt","negative_control"
"SLC25A15","nt","negative_control"
"MRPS31","nt","negative_control"
"SUPT20H","nt","negative_control"
"SUPT20H","nt","negative_control"
"PARP4","nt","negative_control"
"ARHGEF7","nt","negative_control"
"ARHGEF7","nt","negative_control"
"UGGT2","nt","negative_control"
"DNAJC3","nt","negative_control"
"ACP5","nt","negative_control"
"STK24","nt","negative_control"
"CDADC1","nt","negative_control"
"CDADC1","nt","negative_control"
"FNDC3A","nt","negative_control"
"FNDC3A","nt","negative_control"
"TNFSF13B","nt","negative_control"
"TNFSF13B","nt","negative_control"
"TNFSF13B","nt","negative_control"
"NDFIP2","nt","negative_control"
"NDFIP2","nt","negative_control"
"NDFIP2","nt","negative_control"
"BEX4","nt","negative_control"
"ARMCX3","nt","negative_control"
"ARMCX3","nt","negative_control"
"GLA","nt","negative_control"
"PBDC1","nt","negative_control"
"CENPI","nt","negative_control"
"RBM3","nt","negative_control"
"MAGED2","nt","negative_control"
"PORCN","nt","negative_control"
"PORCN","nt","negative_control"
"PIN4","nt","negative_control"
"GABRE","nt","negative_control"
"TIMP1","nt","negative_control"
"TIMP1","nt","negative_control"
"HTATSF1","nt","negative_control"
"HTATSF1","nt","negative_control"
"USP11","nt","negative_control"
"USP11","nt","negative_control"
"CDK16","nt","negative_control"
"CDK16","nt","negative_control"
"JADE3","nt","negative_control"
"RP2","nt","negative_control"
"RP2","nt","negative_control"
"EEA1","nt","negative_control"
"EEA1","nt","negative_control"
"EEA1","rs4761702","candidate"
"CD99L2","nt","negative_control"
"CD99L2","nt","negative_control"
"UBL4A","nt","negative_control"
"SMS","nt","negative_control"
"MAGT1","nt","negative_control"
"GATA1","nt","negative_control"
"PGK1","nt","negative_control"
"PGK1","nt","negative_control"
"EMD","nt","negative_control"
"PQBP1","nt","negative_control"
"SLC35A2","nt","negative_control"
"SLC35A2","nt","negative_control"
"SCML2","nt","negative_control"
"PIM2","nt","negative_control"
"PIM2","nt","negative_control"
"FMR1","nt","negative_control"
"SLC25A14","nt","negative_control"
"SLC25A14","nt","negative_control"
"RBBP7","nt","negative_control"
"ELF4","nt","negative_control"
"RENBP","nt","negative_control"
"NAA10","nt","negative_control"
"BMX","nt","negative_control"
"PLP2","nt","negative_control"
"PLP2","nt","negative_control"
"SYP","nt","negative_control"
"SYP","nt","negative_control"
"CCDC22","nt","negative_control"
"ABCD1","nt","negative_control"
"ATP11C","nt","negative_control"
"STAG2","nt","negative_control"
"XIAP","nt","negative_control"
"XIAP","nt","negative_control"
"XIAP","nt","negative_control"
"XIAP","nt","negative_control"
"PAGE4","nt","negative_control"
"PAGE4","nt","negative_control"
"SUV39H1","nt","negative_control"
"WDR13","nt","negative_control"
"AMMECR1","nt","negative_control"
"AMMECR1","nt","negative_control"
"MOSPD1","nt","negative_control"
"PRPS2","nt","negative_control"
"ALG13","nt","negative_control"
"ALG13","nt","negative_control"
"NXT2","nt","negative_control"
"NXT2","nt","negative_control"
"NKAP","nt","negative_control"
"MID1","nt","negative_control"
"POLA1","nt","negative_control"
"PGRMC1","nt","negative_control"
"TBL1X","nt","negative_control"
"ATG4A","nt","negative_control"
"ATG4A","nt","negative_control"
"PSMD10","nt","negative_control"
"CSTF2","nt","negative_control"
"CSTF2","nt","negative_control"
"RIOK3","nt","negative_control"
"RBBP8","nt","negative_control"
"MIB1","nt","negative_control"
"POLI","nt","negative_control"
"POLI","nt","negative_control"
"ANKRD12","nt","negative_control"
"ANKRD12","nt","negative_control"
"ANKRD12","rs527890099","candidate"
"LIPG","nt","negative_control"
"LIPG","nt","negative_control"
"RNMT","nt","negative_control"
"CEP192","nt","negative_control"
"CEP192","nt","negative_control"
"CEP76","nt","negative_control"
"MYL12A","nt","negative_control"
"SMCHD1","nt","negative_control"
"LPIN2","nt","negative_control"
"LPIN2","nt","negative_control"
"LPIN2","nt","negative_control"
"METTL4","nt","negative_control"
"METTL4","nt","negative_control"
"VAPA","nt","negative_control"
"USP14","nt","negative_control"
"USP14","nt","negative_control"
"RBFA","nt","negative_control"
"RBFA","nt","negative_control"
"ADNP2","nt","negative_control"
"APMAP","nt","negative_control"
"ACOT8","nt","negative_control"
"PIGU","nt","negative_control"
"DNTTIP1","nt","negative_control"
"DHX35","nt","negative_control"
"DHX35","nt","negative_control"
"FAM83D","nt","negative_control"
"AHCY","nt","negative_control"
"ACTR5","nt","negative_control"
"ACTR5","nt","negative_control"
"CST3","nt","negative_control"
"CHMP4B","nt","negative_control"
"CHMP4B","nt","negative_control"
"CHMP4B","nt","negative_control"
"PXMP4","nt","negative_control"
"RPRD1B","nt","negative_control"
"E2F1","nt","negative_control"
"E2F1","nt","negative_control"
"E2F1","nt","negative_control"
"TTI1","nt","negative_control"
"SNTA1","nt","negative_control"
"SNTA1","nt","negative_control"
"SNTA1","nt","negative_control"
"CDK5RAP1","nt","negative_control"
"MAPRE1","nt","negative_control"
"MAPRE1","nt","negative_control"
"IDH3B","nt","negative_control"
"MANBAL","nt","negative_control"
"MANBAL","nt","negative_control"
"NOP56","nt","negative_control"
"NOP56","nt","negative_control"
"KIF3B","nt","negative_control"
"SAMHD1","nt","negative_control"
"POFUT1","nt","negative_control"
"POFUT1","nt","negative_control"
"CRNKL1","nt","negative_control"
"CRNKL1","nt","negative_control"
"CRNKL1","nt","negative_control"
"TM9SF4","nt","negative_control"
"TM9SF4","nt","negative_control"
"MYL9","nt","negative_control"
"MYL9","nt","negative_control"
"SEC23B","nt","negative_control"
"SNPH","nt","negative_control"
"HM13","nt","negative_control"
"HM13","nt","negative_control"
"CDS2","nt","negative_control"
"CSNK2A1","nt","negative_control"
"TRIB3","nt","negative_control"
"NDUFAF5","nt","negative_control"
"ARFRP1","nt","negative_control"
"RNF24","nt","negative_control"
"RNF24","nt","negative_control"
"CDC25B","nt","negative_control"
"C20orf27","nt","negative_control"
"C20orf27","nt","negative_control"
"C20orf27","nt","negative_control"
"GMEB2","nt","negative_control"
"EEF1A2","nt","negative_control"
"EEF1A2","nt","negative_control"
"ARFGAP1","nt","negative_control"
"GID8","nt","negative_control"
"DIDO1","nt","negative_control"
"DIDO1","nt","negative_control"
"DIDO1","nt","negative_control"
"TCFL5","nt","negative_control"
"TCFL5","nt","negative_control"
"MRGBP","nt","negative_control"
"MRGBP","nt","negative_control"
"SLCO4A1","nt","negative_control"
"PSMA7","nt","negative_control"
"MTG2","nt","negative_control"
"PRELID3B","nt","negative_control"
"PRELID3B","rs163803","candidate"
"TUBB1","nt","negative_control"
"TUBB1","rs163803","candidate"
"PRPF6","nt","negative_control"
"PRPF6","nt","negative_control"
"CTSZ","nt","negative_control"
"CTSZ","rs163803","candidate"
"NELFCD","nt","negative_control"
"NELFCD","rs163803","candidate"
"DNAJC5","nt","negative_control"
"DNAJC5","nt","negative_control"
"TPD52L2","nt","negative_control"
"RAE1","nt","negative_control"
"RAE1","nt","negative_control"
"CSTF1","nt","negative_control"
"PFDN4","nt","negative_control"
"PFDN4","nt","negative_control"
"ADNP","nt","negative_control"
"STK4","nt","negative_control"
"STK4","nt","negative_control"
"PABPC1L","nt","negative_control"
"NFATC2","nt","negative_control"
"NFATC2","nt","negative_control"
"RAB5IF","nt","negative_control"
"NDRG3","nt","negative_control"
"MYBL2","nt","negative_control"
"IFT52","nt","negative_control"
"ZMYND8","nt","negative_control"
"ZMYND8","rs6063101","candidate"
"UQCC1","nt","negative_control"
"UQCC1","nt","negative_control"
"UQCC1","nt","negative_control"
"CD40","nt","negative_control"
"GINS1","nt","negative_control"
"PROCR","nt","negative_control"
"PROCR","nt","negative_control"
"ABHD12","nt","negative_control"
"PYGB","nt","negative_control"
"PYGB","nt","negative_control"
"TRPC4AP","nt","negative_control"
"GSS","nt","negative_control"
"PCIF1","nt","negative_control"
"PLTP","nt","negative_control"
"PNN","nt","negative_control"
"SEC23A","nt","negative_control"
"BRMS1L","nt","negative_control"
"BRMS1L","nt","negative_control"
"NFKBIA","nt","negative_control"
"PSMA6","nt","negative_control"
"CHD8","nt","negative_control"
"CHD8","nt","negative_control"
"SRP54","nt","negative_control"
"DHRS2","nt","negative_control"
"CINP","nt","negative_control"
"CINP","nt","negative_control"
"CINP","rs11622216","candidate"
"ARHGAP5","nt","negative_control"
"PABPN1","nt","negative_control"
"APEX1","nt","negative_control"
"TRIP11","nt","negative_control"
"TRIP11","nt","negative_control"
"CCNB1IP1","nt","negative_control"
"CCNB1IP1","nt","negative_control"
"ACIN1","nt","negative_control"
"YY1","nt","negative_control"
"YY1","rs5811007","candidate"
"PSMB5","nt","negative_control"
"PSMB5","nt","negative_control"
"C14orf93","nt","negative_control"
"C14orf93","nt","negative_control"
"PPP4R3A","nt","negative_control"
"PPP4R3A","nt","negative_control"
"RPS6KA5","nt","negative_control"
"VRK1","nt","negative_control"
"GSKIP","nt","negative_control"
"GSKIP","nt","negative_control"
"GSKIP","nt","negative_control"
"TELO2","nt","negative_control"
"ZC3H14","nt","negative_control"
"MTHFD1","nt","negative_control"
"ZFYVE21","nt","negative_control"
"ZFYVE21","nt","negative_control"
"ZFYVE21","nt","negative_control"
"DICER1","nt","negative_control"
"DICER1","rs35362007","candidate"
"EIF5","nt","negative_control"
"SRSF5","nt","negative_control"
"SUSD6","nt","negative_control"
"HIF1A","nt","negative_control"
"HIF1A","nt","negative_control"
"HIF1A","nt","negative_control"
"ERH","nt","negative_control"
"CEP128","nt","negative_control"
"CEP128","nt","negative_control"
"PPM1A","nt","negative_control"
"DHRS7","nt","negative_control"
"SNW1","nt","negative_control"
"ALKBH1","nt","negative_control"
"SPTLC2","nt","negative_control"
"SPTLC2","nt","negative_control"
"DAAM1","nt","negative_control"
"DAAM1","nt","negative_control"
"AHSA1","nt","negative_control"
"TMED8","nt","negative_control"
"KIAA0586","nt","negative_control"
"KIAA0586","nt","negative_control"
"GSTZ1","nt","negative_control"
"GSTZ1","nt","negative_control"
"TIMM9","nt","negative_control"
"VTI1B","nt","negative_control"
"VTI1B","nt","negative_control"
"PSMA3","nt","negative_control"
"PSMA3","nt","negative_control"
"PIGH","nt","negative_control"
"ATP6V1D","nt","negative_control"
"CGRRF1","nt","negative_control"
"CNIH1","nt","negative_control"
"CDKN3","nt","negative_control"
"DDHD1","nt","negative_control"
"GNPNAT1","nt","negative_control"
"PSMC6","nt","negative_control"
"PSMC6","nt","negative_control"
"PYGL","nt","negative_control"
"NIN","nt","negative_control"
"CDKL1","nt","negative_control"
"SOS2","nt","negative_control"
"VCPKMT","nt","negative_control"
"POLE2","nt","negative_control"
"AP4S1","nt","negative_control"
"COCH","nt","negative_control"
"COCH","nt","negative_control"
"PRMT5","nt","negative_control"
"RBM23","nt","negative_control"
"SDR39U1","nt","negative_control"
"SDR39U1","nt","negative_control"
"FKBP3","nt","negative_control"
"KHNYN","nt","negative_control"
"ABHD4","nt","negative_control"
"HDAC10","nt","negative_control"
"ZBED4","nt","negative_control"
"BRD1","nt","negative_control"
"CERK","nt","negative_control"
"DESI1","nt","negative_control"
"PMM1","nt","negative_control"
"PMM1","nt","negative_control"
"PMM1","nt","negative_control"
"TRMU","nt","negative_control"
"POLR3H","nt","negative_control"
"ACO2","nt","negative_control"
"ACO2","nt","negative_control"
"PHF5A","nt","negative_control"
"ZC3H7B","nt","negative_control"
"RANGAP1","nt","negative_control"
"L3MBTL2","nt","negative_control"
"EP300","nt","negative_control"
"RBX1","nt","negative_control"
"RBX1","nt","negative_control"
"ST13","nt","negative_control"
"FAM118A","nt","negative_control"
"FAM118A","nt","negative_control"
"SLC25A17","nt","negative_control"
"TNRC6B","nt","negative_control"
"TNRC6B","nt","negative_control"
"EIF3D","nt","negative_control"
"GRAP2","nt","negative_control"
"GRAP2","nt","negative_control"
"GRAP2","nt","negative_control"
"FOXRED2","nt","negative_control"
"TXN2","nt","negative_control"
"SAMM50","nt","negative_control"
"SAMM50","nt","negative_control"
"MYH9","nt","negative_control"
"MYH9","nt","negative_control"
"APOL1","nt","negative_control"
"APOL4","nt","negative_control"
"APOL4","nt","negative_control"
"MIEF1","nt","negative_control"
"MTMR3","nt","negative_control"
"ASCC2","nt","negative_control"
"TAB1","nt","negative_control"
"TAB1","nt","negative_control"
"TAB1","nt","negative_control"
"TAB1","nt","negative_control"
"SYNGR1","nt","negative_control"
"SYNGR1","nt","negative_control"
"ZMAT5","nt","negative_control"
"ZMAT5","nt","negative_control"
"ZMAT5","nt","negative_control"
"RPL3","nt","negative_control"
"RPL3","nt","negative_control"
"RPL3","nt","negative_control"
"TTLL12","nt","negative_control"
"TSPO","nt","negative_control"
"ARSA","nt","negative_control"
"ARSA","nt","negative_control"
"MCM5","nt","negative_control"
"MCM5","nt","negative_control"
"THOC5","nt","negative_control"
"MCAT","nt","negative_control"
"MCAT","nt","negative_control"
"NEFH","nt","negative_control"
"TOM1","nt","negative_control"
"HMGXB4","nt","negative_control"
"AP1B1","nt","negative_control"
"AP1B1","nt","negative_control"
"PACSIN2","nt","negative_control"
"RHBDD3","nt","negative_control"
"LMF2","nt","negative_control"
"LMF2","nt","negative_control"
"DNAL4","nt","negative_control"
"CYB5R3","nt","negative_control"
"SUN2","nt","negative_control"
"SBF1","nt","negative_control"
"SBF1","nt","negative_control"
"PPP6R2","nt","negative_control"
"POLDIP3","nt","negative_control"
"GTPBP1","nt","negative_control"
"FBXO7","nt","negative_control"
"JOSD1","nt","negative_control"
"JOSD1","nt","negative_control"
"RTCB","nt","negative_control"
"RTCB","nt","negative_control"
"XBP1","nt","negative_control"
"XBP1","nt","negative_control"
"TOMM22","nt","negative_control"
"TOMM22","nt","negative_control"
"CBY1","nt","negative_control"
"CBY1","nt","negative_control"
"HSCB","nt","negative_control"
"HSCB","nt","negative_control"
"DDX17","nt","negative_control"
"KDELR3","nt","negative_control"
"TPTEP1","nt","negative_control"
"CENPM","nt","negative_control"
"CENPM","nt","negative_control"
"TTC28","nt","negative_control"
"PICK1","nt","negative_control"
"PICK1","nt","negative_control"
"PICK1","nt","negative_control"
"DEPDC5","nt","negative_control"
"POLR2F","nt","negative_control"
"MICALL1","nt","negative_control"
"MICALL1","nt","negative_control"
"SNU13","nt","negative_control"
"EIF3L","nt","negative_control"
"ANKRD54","nt","negative_control"
"ANKRD54","nt","negative_control"
"GCAT","nt","negative_control"
"TFIP11","nt","negative_control"
"TFIP11","nt","negative_control"
