"Gene","gene_id","gene"
"NPM1P39","ENSG00000225159","ENSG00000225159"
"SNRPEP7","ENSG00000225990","ENSG00000225990"
"WDTC1","ENSG00000142784","ENSG00000142784"
"ENSG00000243659",NA,"ENSG00000243659"
"TMEM222","ENSG00000186501","ENSG00000186501"
"ACTG1P20","ENSG00000241547","ENSG00000241547"
"SYTL1","ENSG00000142765","ENSG00000142765"
"MAP3K6","ENSG00000142733","ENSG00000142733"
"FCN3","ENSG00000142748","ENSG00000142748"
"CD164L2","ENSG00000174950","ENSG00000174950"
"ENSG00000231207",NA,"ENSG00000231207"
"GPR3","ENSG00000181773","ENSG00000181773"
"WASF2","ENSG00000158195","ENSG00000158195"
"AHDC1","ENSG00000126705","ENSG00000126705"
"FGR","ENSG00000000938","ENSG00000000938"
"ENSG00000235912",NA,"ENSG00000235912"
"IFI6","ENSG00000126709","ENSG00000126709"
"CHMP1AP1","ENSG00000226662","ENSG00000226662"
"FAM76A","ENSG00000009780","ENSG00000009780"
"ENSG00000231344",NA,"ENSG00000231344"
"RPEP3","ENSG00000230833","ENSG00000230833"
"STX12","ENSG00000117758","ENSG00000117758"
"PPP1R8","ENSG00000117751","ENSG00000117751"
"THEMIS2","ENSG00000130775","ENSG00000130775"
"RPA2","ENSG00000117748","ENSG00000117748"
"SMPDL3B","ENSG00000130768","ENSG00000130768"
"XKR8","ENSG00000158156","ENSG00000158156"
"EYA3","ENSG00000158161","ENSG00000158161"
"ENSG00000238231",NA,"ENSG00000238231"
"SPCS2P4","ENSG00000228589","ENSG00000228589"
"ENSG00000228943",NA,"ENSG00000228943"
"ENSG00000214812",NA,"ENSG00000214812"
"PTAFR","ENSG00000169403","ENSG00000169403"
"DNAJC8","ENSG00000285317","ENSG00000285317"
"ATP5IF1","ENSG00000285390","ENSG00000285390"
"SESN2","ENSG00000285069","ENSG00000285069"
"MED18","ENSG00000284944","ENSG00000284944"
"PHACTR4","ENSG00000204138","ENSG00000204138"
"ENSG00000229820",NA,"ENSG00000229820"
"RCC1","ENSG00000180198","ENSG00000180198"
"PRDX3P2","ENSG00000231468","ENSG00000231468"
"TRNAU1AP","ENSG00000180098","ENSG00000180098"
"TAF12","ENSG00000120656","ENSG00000120656"
"RAB42","ENSG00000188060","ENSG00000188060"
"GMEB1","ENSG00000162419","ENSG00000162419"
"YTHDF2","ENSG00000198492","ENSG00000198492"
"OPRD1","ENSG00000116329","ENSG00000116329"
"EPB41","ENSG00000159023","ENSG00000159023"
"ENSG00000225616",NA,"ENSG00000225616"
"TMEM200B","ENSG00000253304","ENSG00000253304"
"SRSF4","ENSG00000116350","ENSG00000116350"
"MECR","ENSG00000116353","ENSG00000116353"
"PTPRU","ENSG00000060656","ENSG00000060656"
"ENSG00000225011",NA,"ENSG00000225011"
"ENSG00000270927",NA,"ENSG00000270927"
"ENSG00000231251",NA,"ENSG00000231251"
"MATN1","ENSG00000162510","ENSG00000162510"
"LAPTM5","ENSG00000162511","ENSG00000162511"
"SDC3","ENSG00000162512","ENSG00000162512"
"PUM1","ENSG00000134644","ENSG00000134644"
"ENSG00000237329",NA,"ENSG00000237329"
"ENSG00000232768",NA,"ENSG00000232768"
"SELENOWP1","ENSG00000215900","ENSG00000215900"
"ENSG00000225142",NA,"ENSG00000225142"
"NKAIN1","ENSG00000084628","ENSG00000084628"
"SNRNP40","ENSG00000060688","ENSG00000060688"
"ENSG00000229447",NA,"ENSG00000229447"
"ZCCHC17","ENSG00000121766","ENSG00000121766"
"FABP3","ENSG00000121769","ENSG00000121769"
"SERINC2","ENSG00000168528","ENSG00000168528"
"ENSG00000215899",NA,"ENSG00000215899"
"LDC1P","ENSG00000260386","ENSG00000260386"
"TINAGL1","ENSG00000142910","ENSG00000142910"
"HCRTR1","ENSG00000121764","ENSG00000121764"
"PEF1","ENSG00000162517","ENSG00000162517"
"COL16A1","ENSG00000084636","ENSG00000084636"
"ADGRB2","ENSG00000121753","ENSG00000121753"
"SPOCD1","ENSG00000134668","ENSG00000134668"
"PTP4A2","ENSG00000184007","ENSG00000184007"
"KHDRBS1","ENSG00000121774","ENSG00000121774"
"TMEM39B","ENSG00000121775","ENSG00000121775"
"KPNA6","ENSG00000025800","ENSG00000025800"
"TXLNA","ENSG00000084652","ENSG00000084652"
"CCDC28B","ENSG00000160050","ENSG00000160050"
"IQCC","ENSG00000160051","ENSG00000160051"
"DCDC2B","ENSG00000222046","ENSG00000222046"
"TMEM234","ENSG00000160055","ENSG00000160055"
"EIF3I","ENSG00000084623","ENSG00000084623"
"MTMR9LP","ENSG00000220785","ENSG00000220785"
"FAM167B","ENSG00000183615","ENSG00000183615"
"LCK","ENSG00000182866","ENSG00000182866"
"HDAC1","ENSG00000116478","ENSG00000116478"
"MARCKSL1","ENSG00000175130","ENSG00000175130"
"TSSK3","ENSG00000162526","ENSG00000162526"
"FAM229A","ENSG00000225828","ENSG00000225828"
"BSDC1","ENSG00000160058","ENSG00000160058"
"GAPDHP20","ENSG00000224333","ENSG00000224333"
"ENSG00000270850",NA,"ENSG00000270850"
"LRRC37A12P","ENSG00000229259","ENSG00000229259"
"ENSG00000254553",NA,"ENSG00000254553"
"ZBTB8B","ENSG00000273274","ENSG00000273274"
"ZBTB8A","ENSG00000160062","ENSG00000160062"
"ZBTB8OS","ENSG00000176261","ENSG00000176261"
"RBBP4","ENSG00000162521","ENSG00000162521"
"SYNC","ENSG00000162520","ENSG00000162520"
"KIAA1522","ENSG00000162522","ENSG00000162522"
"YARS1","ENSG00000134684","ENSG00000134684"
"S100PBP","ENSG00000116497","ENSG00000116497"
"FNDC5","ENSG00000160097","ENSG00000160097"
"HPCA","ENSG00000121905","ENSG00000121905"
"TMEM54","ENSG00000121900","ENSG00000121900"
"RNF19B","ENSG00000116514","ENSG00000116514"
"ENSG00000217644",NA,"ENSG00000217644"
"ENSG00000239670",NA,"ENSG00000239670"
"AK2","ENSG00000004455","ENSG00000004455"
"AZIN2","ENSG00000142920","ENSG00000142920"
"TRIM62","ENSG00000116525","ENSG00000116525"
"ZNF362","ENSG00000160094","ENSG00000160094"
"A3GALT2","ENSG00000184389","ENSG00000184389"
"PHC2","ENSG00000134686","ENSG00000134686"
"TLR12P","ENSG00000234512","ENSG00000234512"
"ZSCAN20","ENSG00000121903","ENSG00000121903"
"ENSG00000235907",NA,"ENSG00000235907"
"CSMD2","ENSG00000121904","ENSG00000121904"
"HSPD1P14","ENSG00000227000","ENSG00000227000"
"HMGB4","ENSG00000176256","ENSG00000176256"
"RNA5SP42","ENSG00000201148","ENSG00000201148"
"C1orf94","ENSG00000142698","ENSG00000142698"
"ENSG00000270241",NA,"ENSG00000270241"
"SMIM12","ENSG00000163866","ENSG00000163866"
"GJB5","ENSG00000189280","ENSG00000189280"
"GJB4","ENSG00000189433","ENSG00000189433"
"GJB3","ENSG00000188910","ENSG00000188910"
"GJA4","ENSG00000187513","ENSG00000187513"
"DLGAP3","ENSG00000116544","ENSG00000116544"
"ENSG00000284773",NA,"ENSG00000284773"
"GPR199P","ENSG00000241014","ENSG00000241014"
"ENSG00000271741",NA,"ENSG00000271741"
"TMEM35B","ENSG00000243749","ENSG00000243749"
"ZMYM6","ENSG00000163867","ENSG00000163867"
"ZMYM1","ENSG00000197056","ENSG00000197056"
"RPL12P45","ENSG00000233940","ENSG00000233940"
"EFCAB14P1","ENSG00000228348","ENSG00000228348"
"SFPQ","ENSG00000116560","ENSG00000116560"
"ZMYM4","ENSG00000146463","ENSG00000146463"
"RPL5P4","ENSG00000229994","ENSG00000229994"
"KIAA0319L","ENSG00000142687","ENSG00000142687"
"ENSG00000236274",NA,"ENSG00000236274"
"NCDN","ENSG00000020129","ENSG00000020129"
"TFAP2E","ENSG00000116819","ENSG00000116819"
"PSMB2","ENSG00000126067","ENSG00000126067"
"C1orf216","ENSG00000142686","ENSG00000142686"
"CLSPN","ENSG00000092853","ENSG00000092853"
"AGO4","ENSG00000134698","ENSG00000134698"
"AGO1","ENSG00000092847","ENSG00000092847"
"CFAP97P1","ENSG00000271164","ENSG00000271164"
"AGO3","ENSG00000126070","ENSG00000126070"
"ENSG00000232862",NA,"ENSG00000232862"
"TEKT2","ENSG00000092850","ENSG00000092850"
"ADPRS","ENSG00000116863","ENSG00000116863"
"COL8A2","ENSG00000171812","ENSG00000171812"
"TRAPPC3","ENSG00000054116","ENSG00000054116"
"MAP7D1","ENSG00000116871","ENSG00000116871"
"THRAP3","ENSG00000054118","ENSG00000054118"
"UBE2V2P4","ENSG00000231849","ENSG00000231849"
"SH3D21","ENSG00000214193","ENSG00000214193"
"EVA1B","ENSG00000142694","ENSG00000142694"
"STK40","ENSG00000196182","ENSG00000196182"
"LSM10","ENSG00000181817","ENSG00000181817"
"OSCP1","ENSG00000116885","ENSG00000116885"
"MRPS15","ENSG00000116898","ENSG00000116898"
"CSF3R","ENSG00000119535","ENSG00000119535"
"FTLP18","ENSG00000230214","ENSG00000230214"
"GRIK3","ENSG00000163873","ENSG00000163873"
"RNA5SP43","ENSG00000252368","ENSG00000252368"
"RPS29P6","ENSG00000230451","ENSG00000230451"
"ZC3H12A","ENSG00000163874","ENSG00000163874"
"MEAF6","ENSG00000163875","ENSG00000163875"
"SNIP1","ENSG00000163877","ENSG00000163877"
"FTH1P1","ENSG00000232273","ENSG00000232273"
"ENSG00000237749",NA,"ENSG00000237749"
"DNALI1","ENSG00000163879","ENSG00000163879"
"GNL2","ENSG00000134697","ENSG00000134697"
"RSPO1","ENSG00000169218","ENSG00000169218"
"C1orf109","ENSG00000116922","ENSG00000116922"
"CDCA8","ENSG00000134690","ENSG00000134690"
"EPHA10","ENSG00000183317","ENSG00000183317"
"ACTN4P2","ENSG00000214141","ENSG00000214141"
"ENSG00000227416",NA,"ENSG00000227416"
"MANEAL","ENSG00000185090","ENSG00000185090"
"YRDC","ENSG00000196449","ENSG00000196449"
"C1orf122","ENSG00000197982","ENSG00000197982"
"MTF1","ENSG00000188786","ENSG00000188786"
"ENSG00000235673",NA,"ENSG00000235673"
"INPP5B","ENSG00000204084","ENSG00000204084"
"SF3A3","ENSG00000183431","ENSG00000183431"
"FHL3","ENSG00000183386","ENSG00000183386"
"UTP11","ENSG00000183520","ENSG00000183520"
"POU3F1","ENSG00000185668","ENSG00000185668"
"ENSG00000223589",NA,"ENSG00000223589"
"ENSG00000275350",NA,"ENSG00000275350"
"HSPA5P1","ENSG00000215895","ENSG00000215895"
"RRAGC","ENSG00000116954","ENSG00000116954"
"MYCBP","ENSG00000214114","ENSG00000214114"
"ENSG00000274944",NA,"ENSG00000274944"
"GJA9","ENSG00000131233","ENSG00000131233"
"RHBDL2","ENSG00000158315","ENSG00000158315"
"EIF1P2","ENSG00000235549","ENSG00000235549"
"AKIRIN1","ENSG00000174574","ENSG00000174574"
"NDUFS5","ENSG00000168653","ENSG00000168653"
"MACF1","ENSG00000127603","ENSG00000127603"
"RNA5SP44","ENSG00000222378","ENSG00000222378"
"HSPE1P8","ENSG00000217897","ENSG00000217897"
"BMP8A","ENSG00000183682","ENSG00000183682"
"OXCT2P1","ENSG00000237624","ENSG00000237624"
"PPIEL","ENSG00000243970","ENSG00000243970"
"PABPC4","ENSG00000090621","ENSG00000090621"
"HEYL","ENSG00000163909","ENSG00000163909"
"NT5C1A","ENSG00000116981","ENSG00000116981"
"HPCAL4","ENSG00000116983","ENSG00000116983"
"PPIE","ENSG00000084072","ENSG00000084072"
"ENSG00000225333",NA,"ENSG00000225333"
"BMP8B","ENSG00000116985","ENSG00000116985"
"OXCT2","ENSG00000198754","ENSG00000198754"
"ENSG00000229213",NA,"ENSG00000229213"
"TRIT1","ENSG00000043514","ENSG00000043514"
"MYCL","ENSG00000116990","ENSG00000116990"
"MFSD2A","ENSG00000168389","ENSG00000168389"
"ENSG00000228477",NA,"ENSG00000228477"
"CAP1","ENSG00000131236","ENSG00000131236"
"PPT1","ENSG00000131238","ENSG00000131238"
"OAZ1P1","ENSG00000226745","ENSG00000226745"
"RLF","ENSG00000117000","ENSG00000117000"
"TMCO2","ENSG00000188800","ENSG00000188800"
"ZMPSTE24","ENSG00000084073","ENSG00000084073"
"ENSG00000231296",NA,"ENSG00000231296"
"COL9A2","ENSG00000049089","ENSG00000049089"
"ENSG00000227311",NA,"ENSG00000227311"
"SMAP2","ENSG00000084070","ENSG00000084070"
"ENSG00000213172",NA,"ENSG00000213172"
"ZFP69B","ENSG00000187801","ENSG00000187801"
"ZFP69","ENSG00000187815","ENSG00000187815"
"EXO5","ENSG00000164002","ENSG00000164002"
"ZNF684","ENSG00000117010","ENSG00000117010"
"ENSG00000236505",NA,"ENSG00000236505"
"GTF2F2P2","ENSG00000233910","ENSG00000233910"
"RIMS3","ENSG00000117016","ENSG00000117016"
"NFYC","ENSG00000066136","ENSG00000066136"
"KCNQ4","ENSG00000117013","ENSG00000117013"
"CITED4","ENSG00000179862","ENSG00000179862"
"ENSG00000228940",NA,"ENSG00000228940"
"UBE2V1P8","ENSG00000233118","ENSG00000233118"
"CTPS1","ENSG00000171793","ENSG00000171793"
"SLFNL1","ENSG00000171790","ENSG00000171790"
"SCMH1","ENSG00000010803","ENSG00000010803"
"RPL23AP17","ENSG00000215893","ENSG00000215893"
"ENSG00000213987",NA,"ENSG00000213987"
"FOXO6","ENSG00000281518","ENSG00000281518"
"RNA5SP45","ENSG00000252563","ENSG00000252563"
"EDN2","ENSG00000127129","ENSG00000127129"
"HIVEP3","ENSG00000127124","ENSG00000127124"
"ENSG00000230638",NA,"ENSG00000230638"
"ENSG00000284895",NA,"ENSG00000284895"
"HNRNPFP1","ENSG00000227538","ENSG00000227538"
"ENSG00000228776",NA,"ENSG00000228776"
"GUCA2B","ENSG00000044012","ENSG00000044012"
"GUCA2A","ENSG00000197273","ENSG00000197273"
"FOXJ3","ENSG00000198815","ENSG00000198815"
"RIMKLA","ENSG00000177181","ENSG00000177181"
"ENSG00000235002",NA,"ENSG00000235002"
"ZMYND12","ENSG00000066185","ENSG00000066185"
"PPCS","ENSG00000127125","ENSG00000127125"
"CCDC30","ENSG00000186409","ENSG00000186409"
"RPS3AP11","ENSG00000230116","ENSG00000230116"
"TMSB4XP1","ENSG00000236876","ENSG00000236876"
"ENSG00000236180",NA,"ENSG00000236180"
"PPIH","ENSG00000171960","ENSG00000171960"
"YBX1","ENSG00000065978","ENSG00000065978"
"CLDN19","ENSG00000164007","ENSG00000164007"
"P3H1","ENSG00000117385","ENSG00000117385"
"C1orf50","ENSG00000164008","ENSG00000164008"
"ENSG00000283580",NA,"ENSG00000283580"
"TMEM269","ENSG00000274386","ENSG00000274386"
"SVBP","ENSG00000177868","ENSG00000177868"
"ERMAP","ENSG00000164010","ENSG00000164010"
"ZNF691","ENSG00000164011","ENSG00000164011"
"ENSG00000233708",NA,"ENSG00000233708"
"MKRN8P","ENSG00000237090","ENSG00000237090"
"ATP6V1E1P1","ENSG00000225099","ENSG00000225099"
"SLC2A1","ENSG00000117394","ENSG00000117394"
"ATP6V0CP4","ENSG00000284138","ENSG00000284138"
"ENSG00000277513",NA,"ENSG00000277513"
"FAM183A","ENSG00000186973","ENSG00000186973"
"EBNA1BP2","ENSG00000117395","ENSG00000117395"
"CFAP57","ENSG00000243710","ENSG00000243710"
"RNA5SP46","ENSG00000199240","ENSG00000199240"
"TMEM125","ENSG00000179178","ENSG00000179178"
"C1orf210","ENSG00000253313","ENSG00000253313"
"TIE1","ENSG00000066056","ENSG00000066056"
"MPL","ENSG00000117400","ENSG00000117400"
"CDC20","ENSG00000117399","ENSG00000117399"
"ELOVL1","ENSG00000066322","ENSG00000066322"
"MED8","ENSG00000159479","ENSG00000159479"
"SZT2","ENSG00000198198","ENSG00000198198"
"HYI","ENSG00000178922","ENSG00000178922"
"PTPRF","ENSG00000142949","ENSG00000142949"
"KDM4A","ENSG00000066135","ENSG00000066135"
"ENSG00000284989",NA,"ENSG00000284989"
"ST3GAL3","ENSG00000126091","ENSG00000126091"
"ENSG00000233674",NA,"ENSG00000233674"
"SHMT1P1","ENSG00000224751","ENSG00000224751"
"ARTN","ENSG00000117407","ENSG00000117407"
"IPO13","ENSG00000117408","ENSG00000117408"
"DPH2","ENSG00000132768","ENSG00000132768"
"ATP6V0B","ENSG00000117410","ENSG00000117410"
"B4GALT2","ENSG00000117411","ENSG00000117411"
"CCDC24","ENSG00000159214","ENSG00000159214"
"SLC6A9","ENSG00000196517","ENSG00000196517"
"ENSG00000227163",NA,"ENSG00000227163"
"KRT8P47","ENSG00000271647","ENSG00000271647"
"KLF17","ENSG00000171872","ENSG00000171872"
"ENSG00000233514",NA,"ENSG00000233514"
"KLF18","ENSG00000283039","ENSG00000283039"
"ENSG00000226804",NA,"ENSG00000226804"
"OOSP1P1","ENSG00000238037","ENSG00000238037"
"ENSG00000227994",NA,"ENSG00000227994"
"ENSG00000271329",NA,"ENSG00000271329"
"DMAP1","ENSG00000178028","ENSG00000178028"
"ERI3","ENSG00000117419","ENSG00000117419"
"RNF220","ENSG00000187147","ENSG00000187147"
"TMEM53","ENSG00000126106","ENSG00000126106"
"ARMH1","ENSG00000198520","ENSG00000198520"
"KIF2C","ENSG00000142945","ENSG00000142945"
"RPS8","ENSG00000142937","ENSG00000142937"
"RPS15AP11","ENSG00000234093","ENSG00000234093"
"BEST4","ENSG00000142959","ENSG00000142959"
"PLK3","ENSG00000173846","ENSG00000173846"
"DYNLT4","ENSG00000188396","ENSG00000188396"
"BTBD19","ENSG00000222009","ENSG00000222009"
"PTCH2","ENSG00000117425","ENSG00000117425"
"ENSG00000226499",NA,"ENSG00000226499"
"EIF2B3","ENSG00000070785","ENSG00000070785"
"RNA5SP47","ENSG00000253039","ENSG00000253039"
"CCNB1IP1P1","ENSG00000229815","ENSG00000229815"
"PPIAP35","ENSG00000232369","ENSG00000232369"
"MRPS17P1","ENSG00000268949","ENSG00000268949"
"HECTD3","ENSG00000126107","ENSG00000126107"
"UROD","ENSG00000126088","ENSG00000126088"
"ZSWIM5","ENSG00000162415","ENSG00000162415"
"OSTCP5","ENSG00000234315","ENSG00000234315"
"HPDL","ENSG00000186603","ENSG00000186603"
"MUTYH","ENSG00000132781","ENSG00000132781"
"TOE1","ENSG00000132773","ENSG00000132773"
"TESK2","ENSG00000070759","ENSG00000070759"
"PPIAP36","ENSG00000236872","ENSG00000236872"
"CCDC163","ENSG00000280670","ENSG00000280670"
"MMACHC","ENSG00000132763","ENSG00000132763"
"PRDX1","ENSG00000117450","ENSG00000117450"
"HMGB1P48","ENSG00000234379","ENSG00000234379"
"AKR1A1","ENSG00000117448","ENSG00000117448"
"ENSG00000281133",NA,"ENSG00000281133"
"ENSG00000280836",NA,"ENSG00000280836"
"NASP","ENSG00000132780","ENSG00000132780"
"ENSG00000281112",NA,"ENSG00000281112"
"ENSG00000281825",NA,"ENSG00000281825"
"CCDC17","ENSG00000159588","ENSG00000159588"
"GPBP1L1","ENSG00000159592","ENSG00000159592"
"RPS15AP10","ENSG00000225447","ENSG00000225447"
"ENSG00000234329",NA,"ENSG00000234329"
"TMEM69","ENSG00000159596","ENSG00000159596"
"IPP","ENSG00000197429","ENSG00000197429"
"ENSG00000236111",NA,"ENSG00000236111"
"MAST2","ENSG00000086015","ENSG00000086015"
"TMA16P2","ENSG00000232467","ENSG00000232467"
"PIK3R3","ENSG00000117461","ENSG00000117461"
"P3R3URF-PIK3R3","ENSG00000278139","ENSG00000278139"
"ENSG00000233114",NA,"ENSG00000233114"
"TSPAN1","ENSG00000117472","ENSG00000117472"
"P3R3URF","ENSG00000250719","ENSG00000250719"
"POMGNT1","ENSG00000085998","ENSG00000085998"
"LURAP1","ENSG00000171357","ENSG00000171357"
"RAD54L","ENSG00000085999","ENSG00000085999"
"LRRC41","ENSG00000132128","ENSG00000132128"
"UQCRH","ENSG00000173660","ENSG00000173660"
"NSUN4","ENSG00000117481","ENSG00000117481"
"ENSG00000225779",NA,"ENSG00000225779"
"FAAH","ENSG00000117480","ENSG00000117480"
"FAAHP1","ENSG00000232022","ENSG00000232022"
"DMBX1","ENSG00000197587","ENSG00000197587"
"TMEM275","ENSG00000282881","ENSG00000282881"
"KNCN","ENSG00000162456","ENSG00000162456"
"MKNK1","ENSG00000079277","ENSG00000079277"
"MOB3C","ENSG00000142961","ENSG00000142961"
"ATPAF1","ENSG00000123472","ENSG00000123472"
"NENFP1","ENSG00000233647","ENSG00000233647"
"TEX38","ENSG00000186118","ENSG00000186118"
"EFCAB14","ENSG00000159658","ENSG00000159658"
"ENSG00000236476",NA,"ENSG00000236476"
"CYP4B1","ENSG00000142973","ENSG00000142973"
"CYP4Z2P","ENSG00000154198","ENSG00000154198"
"TUBAP8","ENSG00000238145","ENSG00000238145"
"CYP4A11","ENSG00000187048","ENSG00000187048"
"CYP4A26P","ENSG00000259832","ENSG00000259832"
"CYP4A43P","ENSG00000261196","ENSG00000261196"
"CYP4A27P","ENSG00000261593","ENSG00000261593"
"CYP4A44P","ENSG00000261290","ENSG00000261290"
"CYP4X1","ENSG00000186377","ENSG00000186377"
"CYP4Z1","ENSG00000186160","ENSG00000186160"
"TUBAP9","ENSG00000225154","ENSG00000225154"
"CYP4A22","ENSG00000162365","ENSG00000162365"
"MT-MTND1P34",NA,"MT-MTND1P34"
"PDZK1IP1","ENSG00000162366","ENSG00000162366"
"TAL1","ENSG00000162367","ENSG00000162367"
"STIL","ENSG00000123473","ENSG00000123473"
"CMPK1","ENSG00000162368","ENSG00000162368"
"FOXE3","ENSG00000186790","ENSG00000186790"
"FOXD2","ENSG00000186564","ENSG00000186564"
"ENSG00000271355",NA,"ENSG00000271355"
"RPL21P24","ENSG00000229554","ENSG00000229554"
"ATP6V0E1P4","ENSG00000227883","ENSG00000227883"
"TRABD2B","ENSG00000269113","ENSG00000269113"
"CYP46A4P","ENSG00000237180","ENSG00000237180"
"SKINT1L","ENSG00000242267","ENSG00000242267"
"SLC5A9","ENSG00000117834","ENSG00000117834"
"SPATA6","ENSG00000132122","ENSG00000132122"
"PPP1R8P1","ENSG00000224986","ENSG00000224986"
"ENSG00000235105",NA,"ENSG00000235105"
"ENSG00000232514",NA,"ENSG00000232514"
"AGBL4","ENSG00000186094","ENSG00000186094"
"BEND5","ENSG00000162373","ENSG00000162373"
"ENSG00000237478",NA,"ENSG00000237478"
"ZNF859P","ENSG00000215887","ENSG00000215887"
"MT-MTND2P29",NA,"MT-MTND2P29"
"ELAVL4","ENSG00000162374","ENSG00000162374"
"ENSG00000230828",NA,"ENSG00000230828"
"ENSG00000234080",NA,"ENSG00000234080"
"HMGB1P45","ENSG00000229316","ENSG00000229316"
"FCF1P6","ENSG00000225671","ENSG00000225671"
"DMRTA2","ENSG00000142700","ENSG00000142700"
"FAF1","ENSG00000185104","ENSG00000185104"
"PHBP12","ENSG00000230585","ENSG00000230585"
"MRPS6P2","ENSG00000237130","ENSG00000237130"
"CDKN2C","ENSG00000123080","ENSG00000123080"
"C1orf185","ENSG00000204006","ENSG00000204006"
"CFL1P2","ENSG00000213478","ENSG00000213478"
"RNF11","ENSG00000123091","ENSG00000123091"
"ENSG00000233406",NA,"ENSG00000233406"
"TTC39A","ENSG00000085831","ENSG00000085831"
"EPS15","ENSG00000085832","ENSG00000085832"
"ENSG00000232027",NA,"ENSG00000232027"
"CALR4P","ENSG00000227742","ENSG00000227742"
"OSBPL9","ENSG00000117859","ENSG00000117859"
"GAPDHP51","ENSG00000236973","ENSG00000236973"
"SLC25A6P3","ENSG00000232846","ENSG00000232846"
"NRDC","ENSG00000078618","ENSG00000078618"
"TSEN15P2","ENSG00000230604","ENSG00000230604"
"RAB3B","ENSG00000169213","ENSG00000169213"
"RNA5SP48","ENSG00000200839","ENSG00000200839"
"ENSG00000229032",NA,"ENSG00000229032"
"TXNDC12","ENSG00000117862","ENSG00000117862"
"ENSG00000285839",NA,"ENSG00000285839"
"KTI12","ENSG00000198841","ENSG00000198841"
"BTF3L4","ENSG00000134717","ENSG00000134717"
"ZFYVE9","ENSG00000157077","ENSG00000157077"
"ENSG00000228407",NA,"ENSG00000228407"
"ENSG00000223429",NA,"ENSG00000223429"
"PDCL3P6","ENSG00000224255","ENSG00000224255"
"ENSG00000236004",NA,"ENSG00000236004"
"DNAJC19P7","ENSG00000237663","ENSG00000237663"
"ANAPC10P1","ENSG00000213735","ENSG00000213735"
"CC2D1B","ENSG00000154222","ENSG00000154222"
"PLA2G12AP1","ENSG00000224680","ENSG00000224680"
"ORC1","ENSG00000085840","ENSG00000085840"
"PRPF38A","ENSG00000134748","ENSG00000134748"
"TUT4","ENSG00000134744","ENSG00000134744"
"EEF1GP7","ENSG00000236290","ENSG00000236290"
"GPX7","ENSG00000116157","ENSG00000116157"
"SHISAL2A","ENSG00000182183","ENSG00000182183"
"COA7","ENSG00000162377","ENSG00000162377"
"NDUFS5P3","ENSG00000233664","ENSG00000233664"
"ZYG11B","ENSG00000162378","ENSG00000162378"
"RPS13P2","ENSG00000228929","ENSG00000228929"
"ZYG11A","ENSG00000203995","ENSG00000203995"
"ECHDC2","ENSG00000121310","ENSG00000121310"
"ENSG00000230953",NA,"ENSG00000230953"
"ENSG00000231866",NA,"ENSG00000231866"
"SCP2","ENSG00000116171","ENSG00000116171"
"H3P2","ENSG00000237279","ENSG00000237279"
"RRAS2P1","ENSG00000236360","ENSG00000236360"
"TUBBP10","ENSG00000226147","ENSG00000226147"
